c,yr,x,y,r2N,max_s,delta_t,phase,color
Nigeria,2021-07-01,2017-02-24 00:00:00,2.4988306059469942,30.48408103479659,28.0,8.816666666666666,Deceleration,red
North Korea,2021-07-01,2021-07-01 00:00:00,8.915233654905835,0.999999999999962,1.0,0.0,Deactivated,black
North Macedonia,2021-07-01,2021-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2021-07-01,2016-06-08 00:00:00,1.6906005896525858,130.74481414081728,106.0,10.266666666666667,Deceleration,red
Oman,2021-07-01,2021-07-01 00:00:00,5.209139080696977,2.005277617268971,2.0,0.0,Deactivated,black
Pakistan,2021-07-01,2017-05-21 00:00:00,2.313767784187635,51.92017945984197,46.0,8.338888888888889,Deceleration,red
Palestine,2021-07-01,2021-07-01 00:00:00,8.90818566387427,0.9999999999999889,1.0,0.0,Deactivated,black
Panama,2021-07-01,2021-07-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
China,2021-07-01,2016-10-31 00:00:00,2.0116220972898686,1122.1828714989529,962.0,9.46111111111111,Deceleration,red
Peru,2021-07-01,2016-12-07 00:00:00,2.442596768639924,15.052423938314972,14.0,9.255555555555556,Deceleration,red
Philippines,2021-07-01,2015-02-15 00:00:00,1.955035773006328,41.37352107582221,38.0,12.927777777777777,Deceleration,red
Poland,2021-07-01,2017-10-24 00:00:00,2.1266373691222595,125.55316147013987,102.0,7.472222222222222,Deceleration,red
Portugal,2021-07-01,2016-05-17 00:00:00,2.0705637034963518,118.85009206080788,107.0,10.38888888888889,Deceleration,red
Qatar,2021-07-01,2017-07-23 00:00:00,2.3644409383200724,43.00930454013218,38.0,7.988888888888889,Deceleration,red
Romania,2021-07-01,2016-04-22 00:00:00,1.9872222639953332,97.3451744817913,85.0,10.527777777777779,Deceleration,red
Russia,2021-07-01,2018-05-29 00:00:00,2.872189845461633,35.37701750480406,32.0,6.266666666666667,Deceleration,red
Saudi Arabia,2021-07-01,2017-03-31 00:00:00,2.3961373476249914,36.33531782649892,33.0,8.622222222222222,Deceleration,red
Senegal,2021-07-01,2021-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2021-07-01,2015-09-29 00:00:00,2.3690413628544675,16.827769744272242,16.0,11.672222222222222,Deceleration,red
Singapore,2021-07-01,2015-01-04 00:00:00,1.9185439870335645,85.80711380629124,80.0,13.161111111111111,Deceleration,red
Slovakia,2021-07-01,2015-08-15 00:00:00,1.8265437749718951,19.00612748648413,17.0,11.922222222222222,Deceleration,red
Slovenia,2021-07-01,2021-07-01 00:00:00,1.9096925488210934,33.564437788948254,32.0,0.0,Deactivated,black
South Africa,2021-07-01,2016-03-31 00:00:00,1.9495779445143777,111.55928346609363,97.0,10.65,Deceleration,red
South Korea,2021-07-01,2017-03-12 00:00:00,2.1578181154371125,97.62284284441782,85.0,8.727777777777778,Deceleration,red
Spain,2021-07-01,2016-12-16 00:00:00,2.040892760607873,557.3475142880104,477.0,9.205555555555556,Deceleration,red
Sri Lanka,2021-07-01,2016-07-21 00:00:00,2.2051979590777964,20.034277578831038,18.0,10.027777777777779,Deceleration,red
Sweden,2021-07-01,2016-05-28 00:00:00,2.0536785178125703,182.87309788155093,163.0,10.327777777777778,Deceleration,red
Switzerland,2021-07-01,2017-03-02 00:00:00,1.8560530926654706,120.49236170609687,97.0,8.783333333333333,Deceleration,red
Taiwan,2021-07-01,2015-10-05 00:00:00,1.9742060406890607,131.5251297551815,119.0,11.63888888888889,Deceleration,red
Tanzania,2021-07-01,2021-07-01 00:00:00,2.350399199856398,2.9347352157468043,3.0,0.0,Deactivated,black
Thailand,2021-07-01,2016-07-12 00:00:00,2.079493680492831,71.20136436673918,64.0,10.077777777777778,Deceleration,red
Togo,2021-07-01,2021-07-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2021-07-01,2021-07-01 00:00:00,2.1360272247116594,3.1308051847027074,3.0,0.0,Deactivated,black
Tunisia,2021-07-01,2018-02-11 00:00:00,2.550381221625227,3.422876194521356,3.0,6.861111111111111,Deceleration,red
Turkey,2021-07-01,2017-04-21 00:00:00,2.496723231085318,97.88935085190914,90.0,8.505555555555556,Deceleration,red
U Arab Emirates,2021-07-01,2017-07-22 00:00:00,1.778094429866378,58.168203893233766,44.0,7.9944444444444445,Deceleration,red
Uganda,2021-07-01,2021-07-01 00:00:00,8.909398818290017,1.000000000000044,1.0,0.0,Deactivated,black
Ukraine,2021-07-01,2021-07-01 00:00:00,3.7926626616030776,2.9921932716547546,3.0,0.0,Deactivated,black
Uruguay,2021-07-01,2021-07-01 00:00:00,3.0558325390404395,2.381117391694197,3.0,0.0,Deactivated,black
Venezuela,2021-07-01,2017-12-27 00:00:00,1.5203952614365293,2.7272477823191297,2.0,7.116666666666666,Deceleration,red
Vietnam,2021-07-01,2017-03-26 00:00:00,2.411279396220509,9.890221859204203,9.0,8.65,Deceleration,red
Zimbabwe,2021-07-01,2017-09-19 00:00:00,1.7447794532642011,4.04412438373917,3.0,7.666666666666667,Deceleration,red
USA,2021-07-01,2015-05-02 00:00:00,1.7552231548176467,1475.9871914035107,1308.0,12.505555555555556,Deceleration,red
UK,2021-07-01,2015-08-02 00:00:00,1.676746593620493,822.5474841015377,703.0,11.994444444444444,Deceleration,red
Albania,2022-01-01,2022-01-01 00:00:00,2.7404370730817407,3.094490775388243,3.0,0.0,Deactivated,black
Algeria,2022-01-01,2018-06-12 00:00:00,2.038831559111897,10.848272922848523,9.0,7.211111111111111,Deceleration,red
Angola,2022-01-01,2022-01-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2022-01-01,2017-10-03 00:00:00,2.5692321741886066,17.037553360063345,16.0,8.61111111111111,Deceleration,red
Australia,2022-01-01,2016-05-25 00:00:00,1.825944282139164,491.7777390885744,429.0,11.366666666666667,Deceleration,red
Austria,2022-01-01,2017-11-15 00:00:00,1.8163979069827692,96.94713702630554,76.0,8.372222222222222,Deceleration,red
Bahrain,2022-01-01,2022-01-01 00:00:00,3.8611621203093724,2.991282959382729,3.0,0.0,Deactivated,black
Bangladesh,2022-01-01,2019-09-14 00:00:00,2.03344168312135,23.453320401568504,16.0,4.661111111111111,Deceleration,red
Belgium,2022-01-01,2016-11-12 00:00:00,1.8163180016784108,123.08016616465733,105.0,10.416666666666666,Deceleration,red
Bhutan,2022-01-01,2022-01-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
Brazil,2022-01-01,2018-02-19 00:00:00,2.2725509407230695,211.75439037334266,183.0,7.838888888888889,Deceleration,red
Bulgaria,2022-01-01,2019-10-04 00:00:00,2.3669605454496296,5.433584703849233,4.0,4.55,Deceleration,red
Burkina Faso,2022-01-01,2022-01-01 00:00:00,8.908671740400845,1.0000000000000262,1.0,0.0,Deactivated,black
Cameroon,2022-01-01,2022-01-01 00:00:00,8.921742209609397,1.000000000000009,1.0,0.0,Deactivated,black
Canada,2022-01-01,2017-05-30 00:00:00,1.8204843498687058,439.67217548899094,358.0,9.311111111111112,Deceleration,red
Chile,2022-01-01,2017-05-07 00:00:00,1.9273735886302634,56.66465522013527,48.0,9.438888888888888,Deceleration,red
Colombia,2022-01-01,2018-09-01 00:00:00,1.9861257357182163,93.75938629228155,72.0,6.761111111111111,Deceleration,red
Costa Rica,2022-01-01,2022-01-01 00:00:00,3.065509057326259,6.125972852364448,6.0,0.0,Deactivated,black
Croatia,2022-01-01,2019-05-15 00:00:00,2.3082578226223887,27.450602994680793,21.0,5.338888888888889,Deceleration,red
Cuba,2022-01-01,2022-01-01 00:00:00,8.909025645148255,1.0000000000000078,1.0,0.0,Deactivated,black
Cyprus,2022-01-01,2018-02-05 00:00:00,2.3179706601100296,12.429243839008695,11.0,7.916666666666667,Deceleration,red
Czech Republic,2022-01-01,2018-02-27 00:00:00,2.0365403406839433,69.93347279792982,56.0,7.794444444444444,Deceleration,red
DEM REP CONGO,2022-01-01,2022-01-01 00:00:00,8.917201382322792,0.9999999999999885,1.0,0.0,Deactivated,black
Denmark,2022-01-01,2017-01-22 00:00:00,1.8827904008319656,133.53205595063676,113.0,10.022222222222222,Deceleration,red
Ecuador,2022-01-01,2019-04-10 00:00:00,2.6709915841490197,23.360061787355594,20.0,5.533333333333333,Deceleration,red
Egypt,2022-01-01,2019-02-09 00:00:00,3.0152993328791076,19.381339232100615,18.0,5.866666666666666,Deceleration,red
El Salvador,2022-01-01,2022-01-01 00:00:00,8.908033530403562,0.9999999999999948,1.0,0.0,Deactivated,black
Estonia,2022-01-01,2018-04-07 00:00:00,2.0305241906034026,15.903222588690525,13.0,7.5777777777777775,Deceleration,red
Eswatini,2022-01-01,2022-01-01 00:00:00,8.909500364185487,1.0000000000000124,1.0,0.0,Deactivated,black
Ethiopia,2022-01-01,2022-01-01 00:00:00,4.195460448694983,7.134912372736457,7.0,0.0,Deactivated,black
Fiji,2022-01-01,2016-02-26 00:00:00,1.57922969088082,5.012929846126958,4.0,11.86111111111111,Deceleration,red
Finland,2022-01-01,2017-11-10 00:00:00,1.672273635881549,169.60449069217944,128.0,8.4,Deceleration,red
France,2022-01-01,2018-10-24 00:00:00,1.8210003469209572,295.05161599276556,213.0,6.466666666666667,Deceleration,red
Germany,2022-01-01,2017-09-15 00:00:00,1.7581013155152685,534.9512942801132,423.0,8.71111111111111,Deceleration,red
Ghana,2022-01-01,2020-05-08 00:00:00,1.6342810890349724,5.214194551787582,3.0,3.3444444444444446,Deceleration,red
Greece,2022-01-01,2017-03-10 00:00:00,1.9169473467007445,110.73113408732952,95.0,9.761111111111111,Deceleration,red
Hungary,2022-01-01,2022-01-01 00:00:00,1.741500342982174,39.135594014964724,39.0,0.0,Deactivated,black
Iceland,2022-01-01,2022-01-01 00:00:00,3.020800563254409,12.452371071145057,12.0,0.0,Deactivated,black
India,2022-01-01,2018-06-28 00:00:00,1.9478647845547532,704.7348565898394,545.0,7.122222222222222,Deceleration,red
Indonesia,2022-01-01,2016-10-02 00:00:00,2.5508200266505123,28.4088728400404,27.0,10.644444444444444,Deceleration,red
Iran,2022-01-01,2018-02-26 00:00:00,2.4398848893988747,78.7855179859358,71.0,7.8,Deceleration,red
Iraq,2022-01-01,2022-01-01 00:00:00,2.974638965236013,5.211281668601161,5.0,0.0,Deactivated,black
Ireland,2022-01-01,2017-06-26 00:00:00,1.8240846897157232,98.50825842727515,80.0,9.161111111111111,Deceleration,red
Israel,2022-01-01,2016-06-07 00:00:00,2.2426215148310966,9.531429744969634,9.0,11.294444444444444,Deceleration,red
Italy,2022-01-01,2017-09-30 00:00:00,2.043800093298794,657.7652156474229,557.0,8.627777777777778,Deceleration,red
Japan,2022-01-01,2018-10-31 00:00:00,1.7150587080627169,140.88633363000244,98.0,6.427777777777778,Deceleration,red
Jordan,2022-01-01,2022-01-01 00:00:00,2.8073108965551996,6.1989724413476806,6.0,0.0,Deactivated,black
Kazakhstan,2022-01-01,2022-01-01 00:00:00,4.09492581575423,2.021372970119095,2.0,0.0,Deactivated,black
Kenya,2022-01-01,2022-01-01 00:00:00,2.916541627099517,4.686825313926635,5.0,0.0,Deactivated,black
Kuwait,2022-01-01,2022-01-01 00:00:00,2.5673152347500543,5.945935645800354,6.0,0.0,Deactivated,black
Latvia,2022-01-01,2018-05-01 00:00:00,1.8301208780452494,10.766616543484767,8.0,7.444444444444445,Deceleration,red
Lebanon,2022-01-01,2017-06-19 00:00:00,2.1805824224721566,17.120029220960735,15.0,9.2,Deceleration,red
Lithuania,2022-01-01,2022-01-01 00:00:00,3.0854487229136955,18.821729944260394,18.0,0.0,Deactivated,black
Luxembourg,2022-01-01,2022-01-01 00:00:00,2.5038609774793477,9.938083971316015,10.0,0.0,Deactivated,black
Madagascar,2022-01-01,2017-12-11 00:00:00,2.2127683585599227,2.2761063623469044,2.0,8.227777777777778,Deceleration,red
Malaysia,2022-01-01,2017-03-21 00:00:00,1.9470932060821382,225.40150103785706,192.0,9.7,Deceleration,red
Mali,2022-01-01,2022-01-01 00:00:00,8.914162905172795,0.9999999999999702,1.0,0.0,Deactivated,black
Malta,2022-01-01,2026-04-05 00:00:00,0.9678037020905357,17.142261447525385,5.0,-8.644444444444444,Acceleration,green
Mauritius,2022-01-01,2018-05-11 00:00:00,2.672701199072319,10.849720062680387,10.0,7.388888888888889,Deceleration,red
Mexico,2022-01-01,2017-11-28 00:00:00,2.2678436136387896,68.48418988782714,60.0,8.3,Deceleration,red
Morocco,2022-01-01,2018-11-16 00:00:00,2.450775005258191,15.110530391169508,13.0,6.338888888888889,Deceleration,red
Nepal,2022-01-01,2017-05-20 00:00:00,2.0527673119372936,3.6022457883069716,3.0,9.366666666666667,Deceleration,red
Netherlands,2022-01-01,2017-02-15 00:00:00,1.849935239327942,235.99621291011084,198.0,9.88888888888889,Deceleration,red
New Zealand,2022-01-01,2016-07-28 00:00:00,1.8191080058165237,61.05848896749766,53.0,11.011111111111111,Deceleration,red
Nicaragua,2022-01-01,2022-01-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2022-01-01,2017-09-20 00:00:00,2.4476495124914943,32.973097182352305,30.0,8.683333333333334,Deceleration,red
North Korea,2022-01-01,2022-01-01 00:00:00,8.915233654905835,0.999999999999962,1.0,0.0,Deactivated,black
North Macedonia,2022-01-01,2022-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2022-01-01,2018-01-07 00:00:00,1.5949079028571247,162.73591725455864,119.0,8.077777777777778,Deceleration,red
Oman,2022-01-01,2022-01-01 00:00:00,4.03097398812016,4.049924233390224,4.0,0.0,Deactivated,black
Pakistan,2022-01-01,2018-09-09 00:00:00,2.217140679709098,71.3579938146147,58.0,6.716666666666667,Deceleration,red
Palestine,2022-01-01,2022-01-01 00:00:00,8.90818566387427,0.9999999999999889,1.0,0.0,Deactivated,black
Panama,2022-01-01,2019-03-09 00:00:00,2.9938093670604022,2.1324372977918205,2.0,5.711111111111111,Deceleration,red
China,2022-01-01,2018-01-21 00:00:00,1.9198997559857318,1384.8380991719728,1101.0,8.0,Deceleration,red
Peru,2022-01-01,2017-10-17 00:00:00,2.3360520543326655,17.748401766632313,16.0,8.533333333333333,Deceleration,red
Philippines,2022-01-01,2016-01-30 00:00:00,1.8455201185244816,46.90533385622916,42.0,12.011111111111111,Deceleration,red
Poland,2022-01-01,2019-03-08 00:00:00,2.114590880898368,178.06216708107928,132.0,5.716666666666667,Deceleration,red
Portugal,2022-01-01,2017-09-06 00:00:00,1.94406722632796,148.91549033114558,124.0,8.761111111111111,Deceleration,red
Qatar,2022-01-01,2018-08-07 00:00:00,2.303827168082041,55.098331069623505,46.0,6.9,Deceleration,red
Romania,2022-01-01,2017-07-09 00:00:00,1.879463399894794,118.20326039375195,97.0,9.088888888888889,Deceleration,red
Russia,2022-01-01,2019-03-17 00:00:00,3.19746140659631,48.942175908536846,46.0,5.666666666666667,Deceleration,red
Saudi Arabia,2022-01-01,2018-02-22 00:00:00,2.3112235277211877,43.65048527448032,38.0,7.822222222222222,Deceleration,red
Senegal,2022-01-01,2022-01-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2022-01-01,2016-10-23 00:00:00,2.1641776958631276,20.572216346083046,19.0,10.527777777777779,Deceleration,red
Singapore,2022-01-01,2016-05-17 00:00:00,1.760024414143153,103.85863582502103,91.0,11.411111111111111,Deceleration,red
Slovakia,2022-01-01,2017-01-06 00:00:00,1.7032871584001448,22.98697429368125,19.0,10.11111111111111,Deceleration,red
Slovenia,2022-01-01,2015-07-17 00:00:00,1.791553986438238,37.752538685616194,35.0,13.105555555555556,Deceleration,red
South Africa,2022-01-01,2017-04-23 00:00:00,1.860766238061742,130.35062170210878,108.0,9.516666666666667,Deceleration,red
South Korea,2022-01-01,2018-08-28 00:00:00,2.0425631393593653,133.3476699743183,104.0,6.783333333333333,Deceleration,red
Spain,2022-01-01,2018-02-18 00:00:00,1.9550381661291727,684.1272700595325,545.0,7.844444444444444,Deceleration,red
Sri Lanka,2022-01-01,2017-02-15 00:00:00,2.1634957911773403,21.35979145479036,19.0,9.88888888888889,Deceleration,red
Sweden,2022-01-01,2017-06-13 00:00:00,1.9573606381179858,215.08815504342374,182.0,9.233333333333333,Deceleration,red
Switzerland,2022-01-01,2018-02-21 00:00:00,1.8056028754991023,138.04990715124902,105.0,7.8277777777777775,Deceleration,red
Taiwan,2022-01-01,2016-05-24 00:00:00,1.925405119192564,140.59303188029781,125.0,11.372222222222222,Deceleration,red
Tanzania,2022-01-01,2022-01-01 00:00:00,2.350399199856398,2.9347352157468043,3.0,0.0,Deactivated,black
Thailand,2022-01-01,2017-04-01 00:00:00,2.022016430235171,77.95058836329476,68.0,9.63888888888889,Deceleration,red
Togo,2022-01-01,2022-01-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2022-01-01,2022-01-01 00:00:00,2.1360272247116594,3.1308051847027074,3.0,0.0,Deactivated,black
Tunisia,2022-01-01,2019-02-23 00:00:00,2.5674464719763512,4.748209395917538,4.0,5.788888888888889,Deceleration,red
Turkey,2022-01-01,2018-03-13 00:00:00,2.3961560319400306,118.59722922371168,105.0,7.716666666666667,Deceleration,red
U Arab Emirates,2022-01-01,2019-07-01 00:00:00,1.6980728759441022,82.63766607578825,53.0,5.0777777777777775,Deceleration,red
Uganda,2022-01-01,2019-07-13 00:00:00,1.2729065439359208,3.0006039854013387,2.0,5.011111111111111,Deceleration,red
Ukraine,2022-01-01,2022-01-01 00:00:00,3.1174100236221,5.245444601954377,5.0,0.0,Deactivated,black
Uruguay,2022-01-01,2018-12-05 00:00:00,1.4834714563601308,5.7089426497176525,4.0,6.233333333333333,Deceleration,red
Venezuela,2022-01-01,2018-05-16 00:00:00,1.5203952614365293,2.7272477823191297,2.0,7.361111111111111,Deceleration,red
Vietnam,2022-01-01,2018-05-28 00:00:00,2.275528992820601,12.940696643409657,11.0,7.294444444444444,Deceleration,red
Zimbabwe,2022-01-01,2018-02-02 00:00:00,1.7447794532642011,4.04412438373917,3.0,7.933333333333334,Deceleration,red
USA,2022-01-01,2016-10-08 00:00:00,1.629620404341862,1778.6453394557027,1459.0,10.61111111111111,Deceleration,red
UK,2022-01-01,2017-01-24 00:00:00,1.5660465082686243,991.6302786830131,779.0,10.011111111111111,Deceleration,red
Afghanistan,2022-07-01,2022-07-01 00:00:00,8.912298655548696,1.0000000000000462,1.0,0.0,Deactivated,black
Albania,2022-07-01,2022-07-01 00:00:00,2.7404370730817407,3.094490775388243,3.0,0.0,Deactivated,black
Algeria,2022-07-01,2018-10-28 00:00:00,2.038831559111897,10.848272922848523,9.0,7.45,Deceleration,red
Angola,2022-07-01,2022-07-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2022-07-01,2018-12-30 00:00:00,2.354801710783995,22.898054081929622,20.0,7.1,Deceleration,red
Australia,2022-07-01,2017-03-03 00:00:00,1.7705627102716262,532.5653509733122,452.0,10.805555555555555,Deceleration,red
Austria,2022-07-01,2019-06-29 00:00:00,1.720136973776077,124.43586931975783,86.0,6.094444444444444,Deceleration,red
Bahrain,2022-07-01,2022-07-01 00:00:00,3.8611621203093724,2.991282959382729,3.0,0.0,Deactivated,black
Bangladesh,2022-07-01,2021-03-11 00:00:00,2.034677774085829,34.674310504610595,20.0,2.6444444444444444,Deceleration,red
Belgium,2022-07-01,2017-12-05 00:00:00,1.7400716815073913,140.13470663494815,113.0,9.266666666666667,Deceleration,red
Bhutan,2022-07-01,2022-07-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
Brazil,2022-07-01,2019-02-08 00:00:00,2.188718266908358,252.76984986126925,206.0,6.877777777777778,Deceleration,red
Bulgaria,2022-07-01,2020-03-06 00:00:00,2.3669605454496296,5.433584703849233,4.0,4.7,Deceleration,red
Burkina Faso,2022-07-01,2022-07-01 00:00:00,8.908671740400845,1.0000000000000262,1.0,0.0,Deactivated,black
Cameroon,2022-07-01,2020-08-10 00:00:00,2.7937940862942523,3.779360501933458,3.0,3.827777777777778,Deceleration,red
Canada,2022-07-01,2018-07-03 00:00:00,1.751452984844975,506.51607494556373,387.0,8.1,Deceleration,red
Chile,2022-07-01,2018-07-26 00:00:00,1.8309377373220013,67.55140638466256,53.0,7.972222222222222,Deceleration,red
Colombia,2022-07-01,2019-07-14 00:00:00,1.9504442661021864,106.08890113811339,77.0,6.011111111111111,Deceleration,red
Costa Rica,2022-07-01,2022-07-01 00:00:00,3.065509057326259,6.125972852364448,6.0,0.0,Deactivated,black
Croatia,2022-07-01,2019-10-11 00:00:00,2.3082578226223887,27.450602994680793,21.0,5.516666666666667,Deceleration,red
Cuba,2022-07-01,2022-07-01 00:00:00,8.909025645148255,1.0000000000000078,1.0,0.0,Deactivated,black
Cyprus,2022-07-01,2018-11-25 00:00:00,2.249872449063802,14.132527343821348,12.0,7.294444444444444,Deceleration,red
Czech Republic,2022-07-01,2018-12-24 00:00:00,1.9832168741093235,78.14718613825332,60.0,7.133333333333334,Deceleration,red
DEM REP CONGO,2022-07-01,2022-07-01 00:00:00,8.917201382322792,0.9999999999999885,1.0,0.0,Deactivated,black
Denmark,2022-07-01,2018-05-10 00:00:00,1.7800330964139388,160.53326850788238,126.0,8.4,Deceleration,red
Ecuador,2022-07-01,2019-12-06 00:00:00,2.6997407203048716,27.336889013159293,23.0,5.205555555555556,Deceleration,red
Egypt,2022-07-01,2020-01-16 00:00:00,3.033337060487318,28.937798802191885,26.0,4.977777777777778,Deceleration,red
El Salvador,2022-07-01,2022-07-01 00:00:00,8.908033530403562,0.9999999999999948,1.0,0.0,Deactivated,black
Estonia,2022-07-01,2018-08-21 00:00:00,2.0305241906034026,15.903222588690525,13.0,7.8277777777777775,Deceleration,red
Eswatini,2022-07-01,2022-07-01 00:00:00,8.909500364185487,1.0000000000000124,1.0,0.0,Deactivated,black
Ethiopia,2022-07-01,2022-07-01 00:00:00,4.197832711198916,10.183961350933512,10.0,0.0,Deactivated,black
Fiji,2022-07-01,2016-06-15 00:00:00,1.57922969088082,5.012929846126958,4.0,12.255555555555556,Deceleration,red
Finland,2022-07-01,2019-06-07 00:00:00,1.593887871281477,210.0138908701242,141.0,6.216666666666667,Deceleration,red
France,2022-07-01,2020-04-23 00:00:00,1.7569705340363417,377.92095182202684,238.0,4.433333333333334,Deceleration,red
Germany,2022-07-01,2019-04-26 00:00:00,1.6616886786670075,672.5381029789811,470.0,6.45,Deceleration,red
Ghana,2022-07-01,2026-09-21 00:00:00,1.5172288209526386,20.396225034117794,4.0,-8.577777777777778,Acceleration,green
Greece,2022-07-01,2018-11-07 00:00:00,1.7805521892576024,143.5224008746828,109.0,7.394444444444445,Deceleration,red
Hungary,2022-07-01,2022-07-01 00:00:00,1.70003678836939,40.286925218717755,40.0,0.0,Deactivated,black
Iceland,2022-07-01,2022-07-01 00:00:00,2.937923905173362,13.476912959376266,13.0,0.0,Deactivated,black
India,2022-07-01,2019-12-08 00:00:00,1.868992027199963,910.358583204248,620.0,5.194444444444445,Deceleration,red
Indonesia,2022-07-01,2022-07-01 00:00:00,2.5136929891352526,29.35583481206608,28.0,0.0,Deactivated,black
Iran,2022-07-01,2019-01-11 00:00:00,2.350610575750023,93.24312278539966,80.0,7.033333333333333,Deceleration,red
Iraq,2022-07-01,2020-01-02 00:00:00,2.72466292197636,9.37233401627984,8.0,5.055555555555555,Deceleration,red
Ireland,2022-07-01,2018-07-11 00:00:00,1.7567151635703326,112.27973257823973,86.0,8.055555555555555,Deceleration,red
Israel,2022-07-01,2017-12-12 00:00:00,2.015648237041538,12.459043659648273,11.0,9.227777777777778,Deceleration,red
Italy,2022-07-01,2018-09-18 00:00:00,1.9717446692675336,757.8445283539836,606.0,7.6722222222222225,Deceleration,red
Japan,2022-07-01,2020-06-23 00:00:00,1.6477895263950042,181.12004581981984,109.0,4.094444444444444,Deceleration,red
Jordan,2022-07-01,2022-07-01 00:00:00,2.8073108965551996,6.1989724413476806,6.0,0.0,Deactivated,black
Kazakhstan,2022-07-01,2022-07-01 00:00:00,3.598416087521886,3.060739194202979,3.0,0.0,Deactivated,black
Kenya,2022-07-01,2022-07-01 00:00:00,2.916541627099517,4.686825313926635,5.0,0.0,Deactivated,black
Kuwait,2022-07-01,2022-07-01 00:00:00,2.5673152347500543,5.945935645800354,6.0,0.0,Deactivated,black
Latvia,2022-07-01,2018-09-15 00:00:00,1.8301208780452494,10.766616543484767,8.0,7.688888888888889,Deceleration,red
Lebanon,2022-07-01,2018-07-03 00:00:00,2.0718323390309537,20.346545609805418,17.0,8.1,Deceleration,red
Lithuania,2022-07-01,2019-02-08 00:00:00,2.938769395761,21.17240053125205,20.0,6.877777777777778,Deceleration,red
Luxembourg,2022-07-01,2022-07-01 00:00:00,2.5038609774793477,9.938083971316015,10.0,0.0,Deactivated,black
Madagascar,2022-07-01,2018-04-22 00:00:00,2.2127683585599227,2.2761063623469044,2.0,8.5,Deceleration,red
Malaysia,2022-07-01,2018-02-18 00:00:00,1.8780739502516142,253.5859376134507,207.0,8.85,Deceleration,red
Mali,2022-07-01,2022-07-01 00:00:00,8.914162905172795,0.9999999999999702,1.0,0.0,Deactivated,black
Malta,2022-07-01,2026-11-23 00:00:00,0.9678037020905357,17.142261447525385,5.0,-8.927777777777777,Acceleration,green
Mauritius,2022-07-01,2018-09-25 00:00:00,2.672701199072319,10.849720062680387,10.0,7.633333333333334,Deceleration,red
Mexico,2022-07-01,2019-01-02 00:00:00,2.1592055960631114,84.15020638471886,69.0,7.083333333333333,Deceleration,red
Morocco,2022-07-01,2020-04-20 00:00:00,2.4080005773646866,24.08239948672862,18.0,4.45,Deceleration,red
Namibia,2022-07-01,2022-07-01 00:00:00,8.940626754151463,1.0000000000000118,1.0,0.0,Deactivated,black
Nepal,2022-07-01,2017-09-22 00:00:00,2.0527673119372936,3.6022457883069716,3.0,9.677777777777777,Deceleration,red
Netherlands,2022-07-01,2018-02-16 00:00:00,1.7806004026199604,267.21199283021963,213.0,8.86111111111111,Deceleration,red
New Zealand,2022-07-01,2017-05-29 00:00:00,1.7550704334630425,66.77244387343134,56.0,10.322222222222223,Deceleration,red
Nicaragua,2022-07-01,2022-07-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2022-07-01,2018-09-13 00:00:00,2.308936524221288,40.224605663703024,35.0,7.7,Deceleration,red
North Korea,2022-07-01,2022-07-01 00:00:00,8.915233654905835,0.999999999999962,1.0,0.0,Deactivated,black
North Macedonia,2022-07-01,2022-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2022-07-01,2018-09-17 00:00:00,1.5727582748522075,171.678756857589,122.0,7.677777777777778,Deceleration,red
Oman,2022-07-01,2022-07-01 00:00:00,3.7501595420141918,7.2264710706458635,7.0,0.0,Deactivated,black
Pakistan,2022-07-01,2019-11-14 00:00:00,2.1522696707136153,92.14806427449768,68.0,5.3277777777777775,Deceleration,red
Palestine,2022-07-01,2022-07-01 00:00:00,8.90818566387427,0.9999999999999889,1.0,0.0,Deactivated,black
Panama,2022-07-01,2019-08-03 00:00:00,2.9938093670604022,2.1324372977918205,2.0,5.9,Deceleration,red
China,2022-07-01,2019-05-22 00:00:00,1.8373287078888143,1712.621103821214,1232.0,6.305555555555555,Deceleration,red
Peru,2022-07-01,2019-01-06 00:00:00,2.1995933300704937,22.830605390315174,19.0,7.061111111111111,Deceleration,red
